municipio;ano_distribuicao;ano_calculo;codigo;valor_adicionado;pop;receita_tributaria;area_cultivada;area_inundada;ind_protegida;ind_participacao;total_icms_estado;montante_disponivel;total_recebido_municipio;valor_adicionado_2anos;share_valor_adicionado_2anos;share_pop;share_receita_tributaria;share_area_cultivada;share_area_inundada;ind_participacao_calculado;Codmun7;matriculas_rede_municipal;aprovacao;reprovacao;abandono;taxa_part_p_brasil_2015;taxa_part_p_brasil_2017;taxa_part_ana_2014;taxa_part_ana_2016;pob_ed_mt_2015;inten_pob_ed_mt_2015;pob_ed_lp_2015;inten_pob_ed_lp_2015;pob_ed_mt_2017;inten_pob_ed_mt_2017;pob_ed_lp_2017;inten_pob_ed_lp_2017;pob_ed_lpo_2014;inten_pob_ed_lpo_2014;pob_ed_lpo_2016;inten_pob_ed_lpo_2016;dados_imputados;pob_ed_p_brasil_2015;pob_ed_p_brasil_2017;ia_p_brasil_2015;ia_p_brasil_2017;avanco_ia_p_brasil;ia_p_brasil_2015_norm;ia_p_brasil_2017_norm;ia_ana_2014;ia_ana_2016;avanco_ia_ana;ia_ana_2014_norm;ia_ana_2016_norm;ind_rendimento;log_matriculas_rede_municipal;ind_matriculas;ide;ide2;share_ide;share_ide2;ind_alt1;ind_alt2;transf_alt1;transf_alt2;ind_alt3;ind_alt4;transf_alt3;transf_alt4;var_transf_alt1;var_perc_transf_alt1;var_transf_alt2;var_perc_transf_alt2;var_transf_alt3;var_perc_transf_alt3;var_transf_alt4;var_perc_transf_alt4;receitas_correntes_2018;receitas_correntes_2017;IDH;IDHM_renda;IDHM_longevidade;IDHM_educacao;area_geografica;regiao_metrop;pop_urbana;faixa_5_a_9;faixa_10_a_14;faixa_15_a_19;faixa_20_a_24;faixa_25_a_29;faixa_30_a_39;faixa_40_a_49;faixa_50_a_59;faixa_60_a_69;faixa_70_ou_mais;idosos_sobre_jovens;fracao_pop_abaixo_15;receitas2018_pc;receitas2017_pc;quintil_area_cultivada;quintil_area_geografica;quintil_area_inundada;quintil_fracao_pop_abaixo_15;quintil_IDH;quintil_idosos_sobre_jovens;quintil_pop;quintil_pop_urbana;quintil_receitas_correntes_2018;quintil_receitas2017_pc;quintil_receitas2018_pc;quintil_var_perc_transf_alt1;quintil_var_perc_transf_alt2;quintil_var_perc_transf_alt3;quintil_var_perc_transf_alt4;quintil_ben_var_perc_transf_alt1;quintil_ben_var_perc_transf_alt2;quintil_ben_var_perc_transf_alt3;quintil_ben_var_perc_transf_alt4;quintil_prej_var_perc_transf_alt1;quintil_prej_var_perc_transf_alt2;quintil_prej_var_perc_transf_alt3;quintil_prej_var_perc_transf_alt4;faixa_pop
SANTA RITA D'OESTE;2018;2016;620;64536181;2543;385297;17812;9,87;0;0,01245696;135942,42525178;27188,485050356;3,38685870732883;119165870;6,07575929112271e-05;6,16302587266374e-05;8,69943617077609e-06;0,00100026634534269;0,00179803363980668;0,0124628586552833;3547403;124;98,3;1,7;0;1,03225806451613;1,04;1;0,904761904761905;0,125;3,038866125;0,03125;0,75450321875;0,192307692307692;3,31927915384615;0,153846153846154;2,15166726923077;0,19047619047619;8,04503890476191;0,210526315789474;6,7232752631579;FALSE;0,078125;0,173076923076923;0,921875;0,826923076923077;0,322592722008686;0,8125;0,622377622377622;0,80952380952381;0,714285714285714;0,294659365920173;0,950730787364451;0,717845277645942;0,104938271604938;4,82028156560504;4,82028156560504;1,63416612988523;1,63979023533969;0,000789550466962786;0,000855505648040977;0,0192156997241782;0,013028377954171;5,2244576468295;3,54221859237365;0,0204358705741248;0,0136879297649529;5,55620361595601;3,72154073784744;1,83759893950067;0,542567345819384;0,155359885044824;0,0458713806716061;2,16934490862719;0,640518278466397;0,334682030518616;0,0988178307510723;20,70979163;17,46216397;0,761;0,711;0,839;0,74;209,8;NA;69,72;5,35;6,06;7,47;7,16;6,72;12,54;14,71;14,94;11,36;9,82;1,85626643295355;11,41;0,00814384255996854;0,00686675736138419;3;4;1;5;2;1;5;5;5;1;1;3;4;2;3;3;5;3;4;NA;NA;NA;NA;Até 20 mil
SANTA RITA DO PASSA QUATRO;2018;2016;621;356008770;26478;11352042;56829,8;0;0,161093;0,04883686;135942,42525178;27188,485050356;13,2780023801633;664786120;0,000338946079544371;0,000641701136674757;0,000256312311767206;0,00319138425514013;0;0,0488639713401989;3547502;1068;97,9;2,1;0;0,979166666666667;0,95067264573991;0,790513833992095;0,907488986784141;0,0797872340425532;0,920502058510638;0,0425531914893617;0,613842382978723;0,0990566037735849;2,34074650943396;0,0566037735849057;0,658950466981132;0,265;12,06356533;0,504854368932039;31,4349960679612;FALSE;0,0611702127659575;0,0778301886792453;0,919270833333333;0,876681614349776;0,404143980817302;0,80625;0,730941704035874;0,58102766798419;0,449339207048458;0,240560327330407;0,553124877705162;0,266732038579185;0,12962962962963;6,97354301952014;6,97354301952014;2,89123550512219;2,22528960444392;0,00139690592126575;0,00116097033882768;0,0536070543798475;0,047187813710824;14,574945966001;12,8296516763572;0,0492422461047432;0,0448284578864434;13,3882207206476;12,1881785707608;1,29694358583775;0,0976761073469395;-0,448350703806064;-0,033766427431575;0,110218340484334;0,0083008224677678;-1,08982380940251;-0,0820773922311273;88,17732956;71,89767996;0,775;0,764;0,887;0,686;754,141;Ribeirão Preto;89,51;5,48;6,72;7,2;7,71;7,53;14,33;14,5;12,78;9,1;9,23;1,50245901639344;12,2;0,00333021110204698;0,00271537427147065;1;1;2;5;1;1;2;3;2;5;4;4;5;5;5;5;NA;5;NA;NA;3;NA;4;20 mil a 50 mil
SANTA ROSA DE VITERBO;2018;2016;622;439743133;23862;6924381;21565,2;0;0;0,05156058;135942,42525178;27188,485050356;14,0185405851768;940961422;0,000479756083038251;0,000578301704182077;0,000156342277597891;0,00121103434710219;0;0,0514949740883685;3547601;1354;95,8;4,1;0,1;0,894957983193277;0,95910780669145;0,884105960264901;0,936395759717314;0,0985915492957746;1,90134712206573;0,0985915492957746;1,70163176056338;0,10077519379845;2,11543340310078;0,0658914728682171;1,24080120930233;0,432330827067669;33,6050467481203;0,460176991150442;33,6919674778761;FALSE;0,0985915492957746;0,0833333333333333;0,80672268907563;0,879182156133829;0,583324283542944;0,536134453781513;0,736397431564718;0,50187969924812;0,505487976484568;0,441365540648768;0,415399575671853;0,362334179230369;0,262345679012346;7,21081845347222;7,21081845347222;3,96409835528342;3,38727651814567;0,00191526164339256;0,00176719810271946;0,0723521002962185;0,0609879408129294;19,6714399726559;16,5816971704433;0,0696129247937662;0,0595073054061985;18,9266996506687;16,179134834234;5,65289938747909;0,403244499891554;2,56315658526643;0,182840472565076;4,90815906549185;0,350119118011594;2,16059424905711;0,154124049927259;82,88750022;66,74345935;0,77;0,746;0,868;0,704;288,576;Ribeirão Preto;95,33;6,24;8,21;8,29;8,74;8,49;14,83;14;10,76;7,43;6,72;0,979238754325259;14,45;0,00347361915262761;0,00279706057120107;3;3;2;4;1;2;2;2;2;5;4;3;3;3;3;4;3;4;4;NA;NA;NA;NA;20 mil a 50 mil
SANTA SALETE;2018;2016;782;20437567;1447;173282;7342,5;0;0;0,00635222;135942,42525178;27188,485050356;1,72707238506572;39731127;2,02572065321242e-05;3,506841697894e-05;3,91245117025158e-06;0,000412331890898198;0;0,00635277023951196;3547650;23;100;0;0;1,05;0,92;1;1,1;0,0934215789665079;1,46604905985346;0,0627458293774583;0,913802343232861;0,0756914119359534;1,40601231868132;0,0512820512820513;0,779133773790952;0,404328018223235;27,654169038961;0,391933815925543;27,6027452307692;TRUE;0,0780837041719831;0,0634867316090024;0,921916295828017;0,861592206919718;0,376523158092201;0,812599109987241;0,698019360552112;0,595671981776765;0,608066184074457;0,454405467404999;0,578607433636302;0,536989765243054;0;3,13549421592915;3,13549421592915;1,14607884414043;1,16884796678398;0,000553730168566642;0,000609807288599788;0,0117867733154137;0,00737814842691824;3,20464510078061;2,00600678204574;0,0128242000360269;0,0079389196272497;3,48670570962292;2,15847197601456;1,47757271571488;0,855536066983465;0,278934396980017;0,161507067909839;1,7596333245572;1,01885325697581;0,431399590948839;0,249786630067866;14,56228326;12,81681748;0,772;0,712;0,864;0,748;79,192;NA;56,6;4,84;6,84;7,12;6,57;7,67;13,48;14,93;14,24;10,44;9,12;1,67465753424658;11,68;0,010063775577056;0,00885751035245335;5;5;2;5;1;1;5;5;5;1;1;2;3;2;2;2;4;2;3;NA;NA;NA;NA;Até 20 mil
SANTANA DA PONTE PENSA;2018;2016;624;31876766;1641;247125;10669,7;0,6;0;0,00748147;135942,42525178;27188,485050356;2,03409835249687;51422463;2,62181199486618e-05;3,9770056850339e-05;5,57971685142381e-06;0,00059917706180681;0,000109302956827154;0,00749044429704228;3547205;16;100;0;0;0,937007874015748;1;0,9375;1;0,0934215789665079;1,46604905985346;0,0627458293774583;0,913802343232861;0,0756914119359534;1,40601231868132;0,0512820512820513;0,779133773790952;0,404328018223235;27,654169038961;0,391933815925543;27,6027452307692;TRUE;0,0780837041719831;0,0634867316090024;0,863842828374284;0,936513268390998;0,58365285920838;0,673222788098281;0,861483494671268;0,558442482915718;0,608066184074457;0,509660882735224;0,513824419529083;0,536989765243054;0;2,77258872223978;2,77258872223978;1,44864548543075;1,29713192411402;0,000699915815514859;0,000676735147836713;0,0149482798842831;0,00933704093563465;4,06421084162368;2,53859997893065;0,0145194375322374;0,0091052342588532;3,94761510284814;2,47557525526819;2,03011248912681;0,998040476575201;0,504501626433778;0,248022238361532;1,91351675035127;0,940719876205797;0,441476902771325;0,217038130053746;14,08516819;12,97012558;0,773;0,751;0,84;0,733;129,888;NA;66,85;4,69;5,79;5,97;7,74;5,67;12,55;16,15;14,69;12;10,69;2,16507633587786;10,48;0,00858328347958562;0,00790379377209019;4;5;2;5;1;1;5;5;5;1;1;2;2;2;2;2;3;2;3;NA;NA;NA;NA;Até 20 mil
SANTANA DE PARNAIBA;2018;2016;623;7753549371;108813;245893086;963;9,27;0,099425;0,65780178;135942,42525178;27188,485050356;178,846338616276;15254554560;0,00777764653586286;0,00263711102745639;0,00555190205605586;5,40790753741865e-05;0,00168873068297953;0,6577475931242;3547304;9327;99,2;0,8;0;0,956930693069307;0,961075725406936;0,908010335917313;0,915478077126255;0,139161924469736;2,26721446818417;0,0848422141748577;1,26557008639421;0,0817378497790869;1,43500863181149;0,0456553755522828;0,798889494108984;0,532;44,4891026822857;0,424533974744438;28,0231716837041;FALSE;0,112002069322297;0,0636966126656848;0,849752475247525;0,899858457183298;0,548510289841568;0,639405940594059;0,781509361127196;0,424948837209302;0,526826530252451;0,587215405695943;0,281532258807276;0,398666434399937;0,0493827160493827;9,14066869872686;9,14066869872686;4,52723234274427;4,28342549934899;0,0021873408981459;0,0022347338267304;0,657597834141749;0,661420880240888;178,790888827094;179,830317144227;0,658474603320562;0,661894809526733;179,029269084202;179,959171337258;-0,0554497891814947;-0,000310041511671453;0,983978527951223;0,00550180974105598;0,182930467926269;0,00102283596824845;1,1128327209824;0,00622228405452593;1098,73312949;889,93997226;0,814;0,876;0,849;0,725;179,949;São Paulo;100;8,07;9,39;8,88;9;8,86;16,41;14,17;10,23;4,84;2,72;0,43298969072165;17,46;0,0100974435912069;0,00817861810868187;5;4;1;1;1;5;1;1;1;1;1;5;4;5;4;NA;5;5;5;1;NA;NA;NA;50 mil a 150 mil
SANTO ANASTACIO;2018;2016;625;175664500;20475;4990544;52016,8;0;0;0,03287373;135942,42525178;27188,485050356;8,9378691665444;360816941;0,000183965163991605;0,000496216888489147;0,000112679099462102;0,00292110119202906;0;0,032859646280917;3547700;761;98,1;1,8;0,1;0,941176470588235;0,9140625;0,875739644970414;1;0,125;1,841045125;0,0892857142857143;1,12908029464286;0,102564102564103;1,94605785470085;0,0598290598290598;1,28002054700855;0,466216216216216;31,5658055135135;0,370967741935484;25,5727578225806;FALSE;0,107142857142857;0,0811965811965812;0,840336134453781;0,83984375;0,469706863926622;0,616806722689075;0,650568181818182;0,467455621301775;0,629032258064516;0,675819604810025;0,355498271720663;0,572687814810846;0,12037037037037;6,63463335786169;6,63463335786169;2,89277862373685;3,25135259549351;0,00139765148195295;0,0016962843473947;0,0403300143122725;0,0326678202678302;10,9651199120986;8,88188542979618;0,045854722322945;0,0356541489222478;12,4672043236562;9,693822949557;2,02725074555424;0,226815889534667;-0,0559837367482192;-0,00626365587871588;3,52933515711176;0,394874336527829;0,755953783012604;0,0845787479013719;52,99337967;50,10477751;0,753;0,725;0,854;0,689;552,876;NA;93,19;6,21;7,93;8,31;7,75;7,37;14,09;15,37;11,04;8,29;7,28;1,1011315417256;14,14;0,00258819925128205;0,00244711978070818;1;2;2;4;2;2;2;2;3;5;5;4;4;3;3;4;NA;4;4;NA;1;NA;NA;20 mil a 50 mil
SANTO ANDRE;2018;2016;626;11674636785;676407;633836867;0,1;8,91;0,218874;1,14838254;135942,42525178;27188,485050356;312,227815208799;22175665176;0,0113064255503617;0,0163928975283164;0,0143110986256088;5,61568799316579e-09;0,00162314890888323;1,14895823931895;3547809;17265;97;2,8;0,2;0,911591667991732;0,905373648754504;0,896606960827144;0,897723823975721;0,101849045165202;1,7197333761746;0,0678993634434677;1,02865430463777;0,0913565056905568;1,77964037803753;0,0633651184251;1,01339395816672;0,401144640998959;34,393084187565;0,424395161290323;34,2693753629032;FALSE;0,0848742043043346;0,0773608120578284;0,834221050520472;0,835333208071097;0,472205826165801;0,602130521249133;0,640726999427847;0,536937883408971;0,51673417690538;0,406024182541768;0,476404287219076;0,381482610179426;0,191358024691358;9,75643660982409;9,75643660982409;4,38786468422634;3,94122543598531;0,00212000514944203;0,00205620240200402;0,97416297329546;1,09548255851589;264,86015436054;297,845111651351;0,972982622467857;1,09484453104151;264,539234852235;297,671641646862;-47,3676608482589;-0,151708651634968;-14,3827035574478;-0,0460647734021695;-47,6885803565635;-0,152736489299239;-14,5561735619368;-0,0466203613288027;2503,65688401;2329,1936094;0,815;0,819;0,861;0,769;175,782;São Paulo;100;6,11;7,07;7,32;8,48;8,99;16,14;14,68;11,86;7,29;6,16;1,02048558421851;13,18;0,00370140593460742;0,0034434794574864;5;4;1;5;1;2;1;1;1;4;4;5;5;5;5;NA;NA;NA;NA;5;3;5;3;Mais de 500 mil
SANTO ANTONIO DA ALEGRIA;2018;2016;627;95512864;6304;1091805;22031,5;0;0;0,0167217;135942,42525178;27188,485050356;4,54637690466538;200994112;0,000102478322311998;0,000152779060563398;2,4651341454603e-05;0,00123722030021432;0;0,0167101730847504;3547908;486;99,4;0,6;0;0,973684210526316;1,0531914893617;0,858823529411765;0,927835051546392;0,0135135135135135;0,107766108108108;0,0135135135135135;0,117418675675676;0,0101010101010101;0,491730838383838;0,0202020202020202;0,271879363636364;0,438356164383562;25,5463976575342;0,471910112359551;24,6998101123595;FALSE;0,0135135135135135;0,0151515151515152;0,960526315789474;0,984848484848485;0,50835379996212;0,905263157894737;0,966942148760331;0,482352941176471;0,489980308120005;0,447330608076706;0,381421083284799;0,335929926616287;0,037037037037037;6,18620862390049;6,18620862390049;3,12903453627021;2,62542655245895;0,00151179897445821;0,0013697283931442;0,0358020632496043;0,0242503939814984;9,73403861433766;6,59331474231212;0,0331737574952952;0,0228296881683583;9,01944209724969;6,207046354697;5,18766170967228;1,14105403455416;2,04693783764674;0,450234963041939;4,47306519258431;0,983874695473258;1,66066945003162;0,365273158133344;26,12898803;24,55512427;0,702;0,69;0,83;0,604;310,311;Ribeirão Preto;74,06;6,44;7,95;8,11;8,9;8,09;14,21;12,83;11,8;8,52;7,18;1,09103544127867;14,39;0,00414482678140863;0,00389516565196701;3;3;2;4;5;2;4;5;4;3;3;1;1;2;2;2;2;2;2;NA;NA;NA;NA;Até 20 mil
SANTO ANTONIO DE POSSE;2018;2016;630;605036122;20650;9097941;11053,5;0;0,10506;0,05908494;135942,42525178;27188,485050356;16,0643000789118;1188677356;0,000606055869005461;0,000500458058476234;0,000205418046377176;0,00062073007232458;0;0,0590815564472642;3548005;1606;88,4;11,5;0,1;0,922077922077922;0,92156862745098;0,843822843822844;0,847701149425287;0,109154929577465;1,7286876443662;0,0492957746478873;0,533101193661972;0,0425531914893617;0,682474943262411;0,0531914893617021;1,0154469787234;0,54016620498615;44,9111951634349;0,527027027027027;49,0143507207207;FALSE;0,079225352112676;0,0478723404255319;0,849025974025974;0,877450980392157;0,514743682854535;0,637662337662338;0,732620320855615;0,388018260594438;0,400939732836285;0,455188032861069;0,217269399004678;0,184324295942179;0,719135802469136;7,38150189450671;7,38150189450671;4,42297699704234;3,88636913940083;0,00213696973001497;0,0020275829660864;0,0867459384589496;0,0728355892508703;23,5849065097025;19,8028932948116;0,0847222833262711;0,0717417216115847;23,0347053364835;19,5054872552337;7,52060643079071;0,468156495698389;3,73859321589977;0,232726804002345;6,97040525757166;0,433906564452314;3,44118717632191;0,214213327653116;91,36197897;86,63208615;0,702;0,718;0,838;0,576;154,133;Campinas;91,21;7,48;8,81;8,35;9,14;9,09;15,86;13,58;10,01;5,71;5,04;0,659914057704113;16,29;0,00442430890895884;0,00419525840920097;4;4;2;2;5;4;2;2;2;2;2;3;2;3;2;3;3;3;3;NA;NA;NA;NA;20 mil a 50 mil
SANTO ANTONIO DO ARACANGUA;2018;2016;760;281354712;7626;2588274;101792,14;183,78;0;0,05981449;135942,42525178;27188,485050356;16,2626536715967;520144036;0,000265199252055061;0,000184818070408705;5,84393972843788e-05;0,00571632898396651;0,0334794956761572;0,0598394850416963;3548054;567;96,1;3,9;0;0,895238095238095;0,956140350877193;0,987654320987654;0,964912280701754;0,0531914893617021;0,962356882978723;0,0319148936170213;0,476408308510638;0,055045871559633;0,574730669724771;0,0275229357798165;0,496558660550459;0,45;31,62822205;0,345454545454545;20,7069089090909;FALSE;0,0425531914893617;0,0412844036697248;0,857142857142857;0,916666666666667;0,563177899323259;0,657142857142857;0,818181818181818;0,54320987654321;0,631578947368421;0,567166128804596;0,487318176262071;0,57702395523693;0,240740740740741;6,34035930372775;6,34035930372775;3,48524003985522;3,33992333222546;0,00168390033951955;0,00174249316355444;0,0513927365689476;0,0386505372815054;13,9729064990171;10,5084955506644;0,0524767038135929;0,0392364655218542;14,2676207712783;10,6678005626974;-2,28974717257953;-0,14079788076522;-5,75415812093232;-0,353826517930599;-1,99503290031837;-0,122675729349311;-5,59485310889926;-0,344030760408486;47,21261697;45,07231019;0,757;0,71;0,84;0,728;1308,432;NA;78,3;6,64;8,23;8,39;8,44;8,27;16,84;15,12;10,32;6,61;4,86;0,771351714862138;14,87;0,00619100668371361;0,0059103475203252;1;1;1;3;2;4;4;4;3;1;1;5;5;5;5;NA;NA;NA;NA;5;5;4;5;Até 20 mil
SANTO ANTONIO DO JARDIM;2018;2016;628;106486900;5943;1863810;9677,2;0;0;0,01456968;135942,42525178;27188,485050356;3,96127526868471;200319201;0,000102134213988118;0,000144030132761465;4,20820720884258e-05;0,00054344135847464;0;0,0145761016186605;3548104;374;96,6;3,4;0;0,894736842105263;0,970588235294118;0,970588235294118;1,02222222222222;0,0294117647058824;0,820025176470588;0,0294117647058824;0,0981355;0;0;0;0;0,272727272727273;12,4308290606061;0,391304347826087;24,440952173913;FALSE;0,0294117647058824;0;0,868421052631579;0,970588235294118;0,629591978189548;0,684210526315789;0,935828877005348;0,705882352941177;0,608695652173913;0,291767277358067;0,770384391380315;0,538061534017045;0,209876543209877;5,92425579741453;5,92425579741453;3,59540875164493;2,75935322014964;0,00173712856169814;0,00143960014756952;0,040049436873055;0,0265081002270933;10,8888351569823;7,20715086737664;0,0345451612116756;0,0235328160858071;9,39230599165781;6,39821618341744;6,92755988829761;1,7488206242728;3,24587559869193;0,819401677119419;5,4310307229731;1,37103088136978;2,43694091473273;0,615191005279946;22,39852932;20,80518302;0,714;0,703;0,835;0,62;109,956;NA;59,43;6,87;7,71;7,54;7,87;8,18;15,83;13,24;12,17;7,84;7,17;1,02949245541838;14,58;0,00376889270065623;0,00350078798923103;4;5;2;3;4;2;4;5;4;3;3;1;1;1;1;1;1;1;1;NA;NA;NA;NA;Até 20 mil
SANTO ANTONIO DO PINHAL;2018;2016;629;29225920;6486;2642075;6001,3;0;0,251987;0,00990073;135942,42525178;27188,485050356;2,69185849592611;56455811;2,87844093464948e-05;0,000157189877349969;5,9654144259891e-05;0,000337014283533858;0;0,00990110728158267;3548203;570;98,3;1,5;0,2;0,922222222222222;1,02083333333333;0,901234567901235;0,818181818181818;0,072289156626506;1,41340736144578;0,036144578313253;0,361947012048193;0,0918367346938776;2,02150678571429;0,0204081632653061;0,260014551020408;0,287671232876712;16,5394906164384;0,306122448979592;24,7642283673469;FALSE;0,0542168674698795;0,0561224489795918;0,872222222222222;0,943877551020408;0,582071894299576;0,693333333333333;0,877551020408163;0,641975308641975;0,567717996289425;0,325798701870434;0,659179806869576;0,468290608300101;0,111111111111111;6,3456363608286;6,3456363608286;3,47090802031886;2,72334129865161;0,00167697579708136;0,00142081213336233;0,0348007428125516;0,0218825624948348;9,46179475700343;5,94953723254296;0,0300617150337495;0,0193209258576445;8,17332489783162;5,25306703839604;6,76993626107732;2,51496736226032;3,25767873661685;1,21019687385019;5,48146640190551;2,03631298235075;2,56120854246993;0,951464776601774;27,87265603;25,07705864;0,706;0,685;0,812;0,632;133,008;Vale do Paraíba e Litoral Norte;59,44;7,94;9,59;8,7;8,36;7,42;14,72;14,32;9,94;7,03;5,65;0,723331431831147;17,53;0,00429735677304965;0,003866336515572;5;5;2;1;5;4;4;5;4;3;3;1;1;1;1;1;1;1;1;NA;NA;NA;NA;Até 20 mil
SANTO EXPEDITO;2018;2016;631;17335370;2803;134574;9768,5;0;0;0,00680833;135942,42525178;27188,485050356;1,8510817842289;30114294;1,53539936867914e-05;6,79314255645948e-05;3,0384818029884e-06;0,0005485684816124;0;0,00681168510018647;3548302;197;87,1;12,9;0;0,953488372093023;0,851063829787234;1;0,936170212765957;0,219512195121951;3,44026529268293;0,170731707317073;2,80036929268293;0,075;1,3259695;0;0;0,630434782608696;42,7078927826087;0,568181818181818;39,7443609090909;FALSE;0,195121951219512;0,0375;0,767441860465116;0,819148936170213;0,551003881695154;0,441860465116279;0,60541586073501;0,369565217391304;0,404255319148936;0,487496677937218;0,185159276797245;0,189969604863222;0,796296296296296;5,28320372873799;5,28320372873799;3,2277456363216;2,9076004668017;0,00155949142978125;0,0015169431845532;0,0300203718682805;0,0173421118324389;8,16208431746872;4,71505748297867;0,0292332293315616;0,0169166293801584;7,9480721865479;4,59937525004849;6,31100253323982;3,40935910396242;2,86397569874976;1,54719025553093;6,096990402319;3,29374447648125;2,74829346581959;1,48469586229786;NA;13,51940922;0,732;0,664;0,828;0,714;94,465;NA;88,41;6,49;7,31;8,67;6,99;6,67;13,66;15,84;11,27;9,45;7,73;1,24492753623188;13,8;NA;0,00482319272921869;4;5;2;4;3;1;5;3;NA;2;NA;1;1;1;1;1;1;1;1;NA;NA;NA;NA;Até 20 mil
SANTOPOLIS DO AGUAPEI;2018;2016;632;34210593;4277;396571;12105,7;0;0;0,00905107;135942,42525178;27188,485050356;2,46084881384726;65030133;3,31560903115712e-05;0,0001036541944844;8,953986409655e-06;0,000679818341388671;0;0,00905236754198935;3548401;271;98,2;1,8;0;0,627118644067797;0,851851851851852;0,951612903225806;0,947368421052632;0;0;0;0;0;0;0;0;0,389830508474576;16,6404808305085;0,333333333333333;15,1565788888889;FALSE;0;0;0,627118644067797;0,851851851851852;0,820480012123123;0,105084745762712;0,676767676767677;0,580645161290323;0,631578947368421;0,511605289416797;0,552459278185883;0,57702395523693;0,111111111111111;5,6021188208797;5,6021188208797;3,64061402807186;3,06563054089653;0,00175896957679406;0,00159939008418391;0,0350813678625159;0,0210111871128838;9,53809245676053;5,71262346708873;0,0321291472492281;0,0194153921867823;8,73542839666326;5,27875100217129;7,07724364291328;2,87593597911804;3,25177465324148;1,32140366971903;6,274579582816;2,54976232083368;2,81790218832403;1,14509358415991;18,31538878;16,88048852;0,74;0,68;0,83;0,719;128,026;NA;96,63;6,97;8,11;8,56;10,4;9,33;15,13;12,09;9,94;6,29;5,95;0,811671087533157;15,08;0,00428229805471125;0,00394680582651391;4;5;2;3;3;3;5;1;5;3;3;1;1;1;1;1;1;1;1;NA;NA;NA;NA;Até 20 mil
SANTOS;2018;2016;633;8174322582;419400;879845070;529,4;0;1,058798;0,87763382;135942,42525178;27188,485050356;238,615339947568;16447489243;0,00838587303426712;0,0101642668147667;0,0198655998531964;2,97294522358197e-05;0;0,877273772012756;3548500;14722;96,7;2,7;0,6;0,872243612180609;0,749522597071929;0,815929758544998;0,850885668276973;0,0992046881540393;1,63376761490163;0,0673922143156132;0,961351951444119;0,123281786941581;2,35637723754296;0,0768900343642612;1,38484714733677;0,448890649762282;34,0875644801902;0,406349206349206;29,3311008730159;FALSE;0,0832984512348263;0,100085910652921;0,799587070186494;0,674505945389042;0,275668592138946;0,519008968447585;0,289831153576093;0,449666519071352;0,505128952278711;0,518326633664412;0,324543472542477;0,361722883863253;0,222222222222222;9,59709825261865;9,59709825261865;2,57021644997541;3,33785556977945;0,00124180495554393;0,00174141437773583;0,776401458366775;0,852242384170169;211,091794438797;231,711793212904;0,785644232677325;0,857238478392088;213,604764750459;233,070155543532;-27,5235455087716;-0,115346924111499;-6,90354673466433;-0,0289316970827662;-25,0105751971095;-0,104815454038308;-5,54518440403623;-0,0232390105567173;2528,92712265;2292,34611753;0,84;0,861;0,852;0,807;281,033;Baixada Santista;99,93;5,37;6,3;6,57;7,31;7,94;14,78;14,39;13,1;9,26;9,91;1,6426735218509;11,67;0,00602986915271817;0,00546577519678112;5;3;2;5;1;1;1;1;1;1;1;5;5;5;5;NA;NA;NA;NA;4;2;4;2;250 mil a 500 mil
SAO BENTO DO SAPUCAI;2018;2016;634;75843226;10468;2316317;14735;0;0,327485;0,01670731;135942,42525178;27188,485050356;4,54246448166663;152870863;7,79423308212492e-05;0,000253694670998994;5,2299010614626e-05;0,000827471625792979;0;0,0167037579896524;3548609;570;98,4;1,6;0;0,977011494252874;0,969387755102041;0,928571428571429;0,933962264150943;0,0352941176470588;1,14826094117647;0,0705882352941176;0,592647494117647;0,0947368421052632;1,16395997894737;0,0210526315789474;0,412779505263158;0,358974358974359;20,547203;0,313131313131313;16,2325054545455;FALSE;0,0529411764705882;0,0578947368421053;0,925287356321839;0,913265306122449;0,451750213836122;0,820689655172414;0,810760667903525;0,595238095238095;0,641509433962264;0,50468536105681;0,577852428099953;0,593932175766314;0,0987654320987654;6,3456363608286;6,3456363608286;2,87428992801778;2,83747061013166;0,00138871863352856;0,0014803552800856;0,0334881885955599;0,0238404849140585;9,10493114993882;6,48186667679118;0,035183466556865;0,0247568513796289;9,56585154501024;6,73101283628925;4,56246666827219;1,00440337765684;1,93940219512455;0,426949336192273;5,0233870633436;1,10587261245916;2,18854835462261;0,481797571220553;33,07998798;30,52322621;0,72;0,719;0,812;0,638;252,579;Vale do Paraíba e Litoral Norte;48,15;6,81;8,47;8,29;7,06;6,96;14,76;15,1;11,36;8,55;6,73;1;15,28;0,00316010584447841;0,00291586035632404;4;3;2;3;4;2;3;5;4;5;5;2;2;2;1;2;2;2;2;NA;NA;NA;NA;Até 20 mil
